"tweet_id","in_reply_to_status_id","in_reply_to_user_id","timestamp","source","text","retweeted_status_id","retweeted_status_user_id","retweeted_status_timestamp","expanded_urls"
"560450883344142336","560439486962995201","137717933","2015-01-28 14:54:37 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@kerstenbreyne especially those!","","","",""
"560432567850381312","560392651225067520","137717933","2015-01-28 13:41:51 +0000","<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>","@kerstenbreyne not to mention that data scientists are darn hot too :-)","","","",""
"559279142215380992","","","2015-01-25 09:18:33 +0000","<a href=""http://www.tweekly.fm/"" rel=""nofollow"">Tweekly.fm</a>","My Top 3 #lastfm Artists: Fleetwood Mac (21), Vanilla Ice (1) &amp; Gemma Hayes (1) #last.fm http://t.co/U8aHxKkZnv","","","","http://bit.ly/gnYiga"
"556799419321176065","","","2015-01-18 13:05:01 +0000","<a href=""http://www.tweekly.fm/"" rel=""nofollow"">Tweekly.fm</a>","My Top 3 #lastfm Artists: Nostalgie The Big 5 (4), Will Tura (3) &amp; Yasmine (2) #last.fm http://t.co/U8aHxKkZnv","","","","http://bit.ly/gnYiga"
"554315683413381120","","","2015-01-11 16:35:32 +0000","<a href=""http://www.tweekly.fm/"" rel=""nofollow"">Tweekly.fm</a>","My Top 2 #lastfm Artists: Vanilla Ice (1) &amp; Alizée (1) #last.fm http://t.co/U8aHxKkZnv","","","","http://bit.ly/gnYiga"
"552493004049895426","","777908","2015-01-06 15:52:51 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@ttscoff hi Brett, it looks like your site is down :-(","","","",""
"550426372464988162","","","2014-12-31 23:00:48 +0000","<a href=""http://ifttt.com"" rel=""nofollow"">IFTTT</a>","Happy New Year! All the best!","","","",""
"549171649229357056","","","2014-12-28 11:54:58 +0000","<a href=""http://www.tweekly.fm/"" rel=""nofollow"">Tweekly.fm</a>","My Top 3 #lastfm Artists: Gemma Hayes (14), Creedence Clearwater Revival (4) &amp; Buddha Bar (3) #last.fm http://t.co/U8aHxKkZnv","","","","http://bit.ly/gnYiga"
"548078480651735040","547617900467867648","19540353","2014-12-25 11:31:07 +0000","<a href=""http://tapbots.com/tweetbot"" rel=""nofollow"">Tweetbot for iΟS</a>","@_patrickwelker prettige kerst! :-) #Xmas","","","",""
"546611385913057280","","","2014-12-21 10:21:24 +0000","<a href=""http://www.tweekly.fm/"" rel=""nofollow"">Tweekly.fm</a>","My Top 3 #lastfm Artists: Alphaville (12), The Smiths (4) &amp; Parra for Cuva (3) #last.fm http://t.co/U8aHxKkZnv","","","","http://bit.ly/gnYiga"
